"repo","state","creator","assignees","message","labels","created_at","updated_at","closed_at","comments","milestone","url","duration","bill"
"ecommerceberlin/ecommerceberlin.com","open","az","peterecommberlin, jprzybylski4","fresh list of featured exhibitors","updates","2021-09-30","2021-10-05","",2,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/80",0,0
"ecommerceberlin/ecommerceberlin.com","open","az","az, jprzybylski4","discuss CFP contact process and wdpkr/pipedrive integration","","2021-10-05","2021-10-05","",0,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/83",0,0
"ecommerceberlin/ecommerceberlin.com","open","az","az","handle custom UTMs in ""sharer""'s url","enhancement","2021-10-04","2021-10-04","",0,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/82",0,0
"ecommerceberlin/ecommerceberlin.com","open","jprzybylski4","az","Add CFP voting banner on HP $30$","maintenance","2021-09-30","2021-10-01","",3,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/78",0,30
"ecommerceberlin/ecommerceberlin.com","open","az","jprzybylski4","translate visitor registration form displayed after voting ","translations","2021-10-01","2021-10-01","",0,"","https://github.com/ecommerceberlin/ecommerceberlin.com/issues/81",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az","fix doubled ""more"" button","bug","2021-10-07","2021-10-07","",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/70",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az","better UX for categories - move description to dialog","update","2021-10-07","2021-10-07","",0,"2021_contest","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/69",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","jprzybylski4","provide list of sponsors we want to show","","2021-10-07","2021-10-07","",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/68",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az","update menu","","2021-10-07","2021-10-07","",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/67",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","jprzybylski4","join mailinglist widget ","","2021-10-07","2021-10-07","",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/66",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","jprzybylski4","jprzybylski4","Change background video","","2021-01-15","2021-10-07","",1,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/18",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az, jprzybylski4","opengraph template update","","2021-10-07","2021-10-07","",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/65",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az, jprzybylski4","email confirmation template updates","","2021-10-07","2021-10-07","",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/64",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az","handle markdown in admin reports","","2021-10-07","2021-10-07","",0,"2021_contest","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/63",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az","handle markdown (profile edit + profile pages)","","2021-10-07","2021-10-07","",0,"2021_contest","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/62",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az","create submission form","","2021-10-07","2021-10-07","",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/61",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","az","add new categories (input + ticket)","","2021-10-07","2021-10-07","",0,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/60",0,0
"ecommerceberlin/ecommercegermanyawards.com","open","az","jprzybylski4","setup cloned tickets for current edition","update","2021-09-16","2021-10-06","",1,"2021_submissions","https://github.com/ecommerceberlin/ecommercegermanyawards.com/issues/58",0,0
